,index,Token,ShortName," ""Series""",CompanyName,ticksize," ""Lotsize"""," ""DateOfListing"""," ""DateOfDeListing"""," ""IssuePrice"""," ""FaceValue"""," ""ISINCode"""," ""52WeeksHigh"""," ""52WeeksLow"""," ""LifeTimeHigh"""," ""LifeTimeLow"""," ""HighDate"""," ""LowDate"""," ""Symbol"""," ""InstrumentType"""," ""PermittedToTrade"""," ""IssueCapital"""," ""WarningPercent"""," ""FreezePercent"""," ""CreditRating"""," ""IssueRate"""," ""IssueStartDate"""," ""InterestPaymentDate"""," ""IssueMaturityDate"""," ""BoardLotQty"""," ""Name"""," ""ListingDate"""," ""ExpulsionDate"""," ""ReAdmissionDate"""," ""RecordDate"""," ""ExpiryDate"""," ""NoDeliveryStartDate"""," ""NoDeliveryEndDate"""," ""MFill"""," ""AON"""," ""ParticipantInMarketIndex"""," ""BookClsStartDate"""," ""BookClsEndDate"""," ""EGM"""," ""AGM"""," ""Interest"""," ""Bonus"""," ""Rights"""," ""Dividends"""," ""LocalUpdateDateTime"""," ""DeleteFlag"""," ""Remarks"""," ""NormalMarketStatus"""," ""OddLotMarketStatus"""," ""SpotMarketStatus"""," ""AuctionMarketStatus"""," ""NormalMarketEligibility"""," ""OddLotlMarketEligibility"""," ""SpotMarketEligibility"""," ""AuctionlMarketEligibility"""," ""MarginPercentage"""," ""ExchangeCode"""
90,90,10185,BALPAP,BE,BALKRISHNA PAPER MILLS LIMITED,0.01,1,,,0,10.0,INE875R01011,58.1,18.35,124.65,7.6,,,,0,0,0,40.8,37.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BALKRISHNA
91,91,10188,SHYCEN,EQ,SHYAM CENTURY FERROUS LIMITED,0.01,1,,,0,1.0,INE979R01011,38.05,9.95,38.05,1.8,,,,0,0,0,24.45,22.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHYAMCENT
92,92,10217,ADATRA,EQ,ADANI TRANSMISSION LIMITED,0.01,1,,,0,10.0,INE931S01010,3020.0,871.0,3043.0,25.0,,,,0,0,0,3332.7,2726.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ADANITRANS
93,93,10227,MANOIN,EQ,MANORAMA INDUSTRIES LIMITED,0.01,1,,,0,10.0,INE00VM01010,1196.9,820.7,1327.7,820.7,,,,0,0,0,1546.55,1031.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MANORAMA
94,94,1023,FEDBAN,EQ,FEDERAL BANK LTD,0.01,1,,,0,2.0,INE171A01029,107.65,77.5,127.65,11.02,,,,0,0,0,117.75,96.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FEDERALBNK
95,95,10238,CONPE,EQ,CONFIDENCE PETROLEUM INDIA LIM,0.01,1,,,0,1.0,INE552D01024,95.4,44.25,0.0,0.0,,,,0,0,0,62.1,41.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CONFIPET
96,96,10243,SYNINT,EQ,SYNGENE INTERNATIONAL LTD,0.01,1,,,0,10.0,INE398R01022,687.55,510.05,700.0,147.5,,,,0,0,0,675.4,552.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SYNGENE
97,97,10253,EMKTAP,SM,EMKAY TAPS AND CUTTING TOOLS,0.01,1,,,0,10.0,INE332S01011,0.0,0.0,306.0,51.67,,,,0,0,0,298.2,269.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,EMKAYTOOLS
98,98,10276,KAYLIM,EQ,KAYA LIMITED,0.01,1,,,0,10.0,INE587G01015,575.2,243.0,1498.0,93.7,,,,0,0,0,363.9,242.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,KAYA
99,99,10277,NGLFIN,EQ,NGL FINE CHEM LIMITED,0.01,1,,,0,5.0,INE887E01022,1939.85,1770.05,1939.85,1536.95,,,,0,0,0,2102.7,1401.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NGLFINE
100,100,10285,AYMSYN,EQ,AYM SYNTEX LIMITED,0.01,1,,,0,10.0,INE193B01039,158.35,73.5,163.15,13.15,,,,0,0,0,105.5,70.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,AYMSYNTEX
101,101,10296,KCKIND,ST,KCK INDUSTRIES LIMITED,0.01,1,,,0,10.0,INE0J1E01019,0.0,0.0,30.0,23.75,,,,0,0,0,26.55,24.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,KCK
102,102,10297,PRAPIP,EQ,PRAKASH PIPES LIMITED,0.01,1,,,0,10.0,INE050001010,210.0,125.0,0.0,0.0,,,,0,0,0,204.2,136.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PPL
103,103,10300,RAMSTE,EQ,RAMA STEEL TUBES LIMITED,0.01,1,,,0,5.0,INE230R01027,454.3,130.85,454.3,16.1,,,,0,0,0,415.7,376.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,RAMASTEEL
104,104,10310,MAJLIM,EQ,AURUM PROPTECH LIMITED,0.01,1,,,0,5.0,INE898S01029,137.28,74.05,451.96,52.88,,,,0,0,0,115.1,104.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,AURUM
105,105,10318,PERTEA,BE,THE PERIA KARAMALAI TEA & PROD,0.01,1,,,0,10.0,INE431F01018,364.0,205.15,680.0,46.25,,,,0,0,0,313.4,283.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PKTEA
106,106,10322,MANWOR,ST,MANGALAM WORLDWIDE LIMITED,0.01,1,,,0,10.0,INE0JYY01011,0.0,0.0,111.2,96.9,,,,0,0,0,116.75,105.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MWL
107,107,10329,SKPBEA,ST,SKP BEARING INDUSTRIES LIMITED,0.01,1,,,0,10.0,INE0KZA01016,0.0,0.0,74.5,68.85,,,,0,0,0,73.8,66.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SKP
108,108,10343,RADJEW,EQ,RADHIKA JEWELTECH LIMITED,0.01,1,,,0,10.0,INE583V01013,165.0,157.9,165.0,157.9,,,,0,0,0,196.3,130.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,RADHIKAJWE
109,109,10346,DIGLI,EQ,DIGICONTENT LIMITED,0.01,1,,,0,10.0,INE03JI01017,23.95,10.65,0.0,0.0,,,,0,0,0,16.3,14.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DGCONTENT
110,110,10364,GUJSTA,BE,GUJARAT STATE FINANCIAL CORPOR,0.01,1,,,0,10.0,INE944A01011,15.45,13.15,0.0,0.0,,,,0,0,0,1.85,1.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GUJSTATFIN
111,111,10366,HOTRUG,BE,HOTEL RUGBY LTD,0.01,1,,,0,10.0,INE275F01019,5.5,2.35,51.0,0.9,,,,0,0,0,5.55,5.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HOTELRUGBY
112,112,10373,RRMAHO,BE,MOHOTA INDUSTRIES LIMITED,0.01,1,,,0,10.0,INE313D01013,12.2,5.55,444.0,3.9,,,,0,0,0,6.55,5.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MOHOTAIND
113,113,1038,FINCAB,EQ,FINOLEX CABLES LTD,0.01,1,,,0,2.0,INE235A01022,608.6,343.5,757.9,10.0,,,,0,0,0,486.35,324.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FINCABLES
114,114,10397,JAIIRR,EQ,JAIN IRRIGATION SYSTEMS LTD,0.01,1,,,0,2.0,INE175A01038,53.5,25.0,264.4,1.6,,,,0,0,0,41.9,28.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JISLJALEQS
115,115,104,SHARIN,EQ,SHARE INDIA SECURITIES LTD,0.01,1,,,0,10.0,INE932X01018,1475.0,481.0,1475.0,92.2,,,,0,0,0,1437.75,958.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHAREINDIA
116,116,10406,STECIT,EQ,STEEL CITY SECURITIES LTD,0.01,1,,,0,10.0,INE395H01011,98.7,50.3,153.7,14.75,,,,0,0,0,67.25,44.85,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,STEELCITY
117,117,1041,FININD,EQ,FINOLEX INDUSTRIES LTD,0.01,1,,,0,2.0,INE183A01024,244.5,125.0,244.5,0.8,,,,0,0,0,164.25,109.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FINPIPE
118,118,10415,MUTCAP,EQ,MUTHOOT CAPITAL SERVICES LTD,0.01,1,,,0,10.0,INE296G01013,496.0,143.8,1300.0,107.55,,,,0,0,0,222.4,148.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MUTHOOTCAP
119,119,1044,AXBETF,EQ,AXIS BANKING ETF,0.01,1,,,0,100.0,INF846K01X63,449.4,320.0,449.4,241.11,,,,0,0,0,427.33,284.89,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,AXISBNKETF
120,120,10440,LUPIN,EQ,LUPIN LIMITED,0.01,1,,,0,2.0,INE326A01037,1191.55,583.0,2129.0,0.76,,,,0,0,0,708.15,579.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,LUPIN
121,121,10447,UNISPI,EQ,UNITED SPIRITS LIMITED,0.01,1,,,0,2.0,INE854D01024,1019.95,629.1,1019.95,5.51,,,,0,0,0,903.65,739.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MCDOWELL-N
122,122,10453,SATCRE,EQ,SATIN CREDITCARE NETWORK LTD,0.01,1,,,0,10.0,INE836B01017,133.9,61.85,533.99,49.27,,,,0,0,0,111.0,90.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SATIN
123,123,10457,ARVINF,EQ,ARVIND SMARTSPACES LIMITED,0.01,1,,,0,10.0,INE034S01021,257.85,112.05,257.85,27.35,,,,0,0,0,210.35,140.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ARVSMART
124,124,10473,POWMEC,EQ,POWER MECH PROJECTS LIMITED,0.01,1,,,0,10.0,INE211R01019,1095.0,768.0,1175.0,306.0,,,,0,0,0,1021.3,680.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,POWERMECH
125,125,10490,BLUBLE,BE,BLUE BLENDS (INDIA) LTD,0.01,1,,,0,10.0,INE113O01014,4.0,0.6,112.8,0.6,,,,0,0,0,0.85,0.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BLUEBLENDS
126,126,10511,UTINIF,EQ,UTI NIFTY 50 ETF,0.01,1,,,0,10.0,INF789FB1X41,2240.0,1600.0,2240.0,688.5,,,,0,0,0,2070.37,1380.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,UTINIFTETF
127,127,10515,UTISEN,EQ,UTI S&P BSE SENSEX ETF,0.01,1,,,0,10.0,INF789FB1X58,0.0,0.0,737.55,216.9,,,,0,0,0,691.56,461.04,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,UTISENSETF
128,128,10516,FUTRET,EQ,FUTURE ENTERPRISES LIMITED,0.01,1,,,0,2.0,INE623B01027,11.9,2.45,527.8,2.45,,,,0,0,0,3.2,2.9,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FEL
129,129,1053,UFLLIM,EQ,UFLEX LIMITED,0.01,1,,,0,10.0,INE516A01017,719.0,427.0,719.0,6.0,,,,0,0,0,750.65,500.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,UFLEX
130,130,10530,SHAMOT,EQ,SHARDA MOTOR INDUSTRIES LTD,0.01,1,,,0,2.0,INE597I01028,954.9,574.0,954.9,96.0,,,,0,0,0,924.8,616.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHARDAMOTR
131,131,10557,NAVCOR,EQ,NAVKAR CORPORATION LIMITED,0.01,1,,,0,10.0,INE278M01019,72.6,30.1,247.0,13.1,,,,0,0,0,78.05,52.05,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NAVKARCORP
132,132,10569,PENENG,EQ,PENNAR ENGINEERED BUILDING SYS,0.01,1,,,0,10.0,INE455O01019,81.8,48.0,204.35,48.0,,,,0,0,0,75.4,50.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PENPEBS
133,133,10576,NIFBEE,EQ,NIPPON INDIA ETF NIFTY 50 BEES,0.01,1,,,0,10.0,INF204KB14I2,223.0,135.51,223.0,8.6,,,,0,0,0,212.7,141.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NIFTYBEES
134,134,10577,KRBL,EQ,KRBL LIMITED,0.01,1,,,0,1.0,INE001B01026,337.95,184.5,675.0,1.03,,,,0,0,0,308.5,205.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,KRBL
135,135,10578,MACIN,EQ,MPS LIMITED,0.01,1,,,0,10.0,INE943D01017,807.75,515.0,1095.0,31.25,,,,0,0,0,903.35,602.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MPSLTD
136,136,10579,MARPHA,EQ,MARKSANS PHARMA LIMITED,0.01,1,,,0,1.0,INE750C01026,90.9,38.6,115.0,0.87,,,,0,0,0,59.15,39.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,MARKSANS
137,137,10580,TRACOR,EQ,TRANSPORT CORPORATION OF INDIA,0.01,1,,,0,2.0,INE688A01022,858.6,388.35,858.6,3.0,,,,0,0,0,843.75,562.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TCI
138,138,10588,SHRPUS,EQ,SHREE PUSHKAR CHEMICALS,0.01,1,,,0,10.0,INE712K01011,324.0,150.1,336.7,56.3,,,,0,0,0,302.3,201.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHREEPUSHK
139,139,10599,GUJGA,EQ,GUJARAT GAS LIMITED,0.01,1,,,0,2.0,INE844O01030,786.0,403.55,786.0,90.64,,,,0,0,0,496.3,406.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GUJGASLTD
140,140,106,AMBSAR,EQ,AMBALAL SARABHAI ENTERPRISE LT,0.01,1,,,0,10.0,INE432A01017,0.0,0.0,28.25,3.0,,,,0,0,0,5.1,3.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,AMBASARABH
141,141,10604,BHAAIR,EQ,BHARTI AIRTEL LTD,0.01,1,,,0,5.0,INE397D01024,781.8,523.8,781.8,88.54,,,,0,0,0,740.15,605.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,BHARTIARTL
142,142,1061,FLECHE,EQ,FCL TECHNOLOGIES AND PRODUCTS,0.01,1,,,0,10.0,INE145B01013,45.0,15.45,260.0,5.1,,,,0,0,0,31.45,28.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FLEXCHEM
143,143,10618,SADINF,EQ,SADBHAV INFRASTRUCTURE PROJECT,0.01,1,,,0,10.0,INE764L01010,35.5,6.8,157.3,6.8,,,,0,0,0,7.7,7.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SADBHIN
144,144,10625,PNEHOL,EQ,PNEUMATIC HOLDINGS LTD,0.01,1,,,0,10.0,INE096T01010,1764.0,660.0,1764.0,400.0,,,,0,0,0,1822.5,1215.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PNEUMATIC
145,145,10634,AUTSTA,EQ,AUTOMOTIVE STAMPINGS AND ASSEM,0.01,1,,,0,10.0,INE900C01027,925.45,47.95,925.45,11.75,,,,0,0,0,545.05,493.15,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ASAL
146,146,10637,GOLTEL,EQ,OLECTRA GREENTECH LIMITED,0.01,1,,,0,4.0,INE260D01016,941.2,231.5,941.2,3.4,,,,0,0,0,635.8,575.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,OLECTRA
147,147,1064,FLEENG,EQ,FLEX ENGINEERING LTD,0.01,1,,,0,10.0,INE929B01010,61.2,23.55,116.0,3.0,,,,0,0,0,63.8,57.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FLEXENGG
148,148,10650,PRADAI,EQ,PRABHAT DAIRY LTD,0.01,1,,,0,10.0,INE302M01033,99.85,46.0,257.9,45.1,,,,0,0,0,119.5,79.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PRABHAT
149,149,10661,PONERO,EQ,PONNI SUGARS (ERODE) LIMITED,0.01,1,,,0,10.0,INE838E01017,330.0,196.0,415.0,3.05,,,,0,0,0,302.55,201.75,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PONNIERODE
150,150,10666,PUNBAN,EQ,PUNJAB NATIONAL BANK,0.01,1,,,0,2.0,INE160A01022,48.2,28.05,279.98,7.0,,,,0,0,0,34.75,28.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PNB
151,151,10673,ARVREM,BE,ARVIND REMEDIES LIMITED,0.01,1,,,0,10.0,INE211C01037,56.15,9.9,66.2,1.0,,,,0,0,0,4.85,4.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ARVINDREM
152,152,10675,CMAHEX,BE,C. MAHENDRA EXPORTS LIMITED,0.01,1,,,0,10.0,INE378J01013,13.85,2.4,171.0,2.4,,,,0,0,0,1.7,1.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CMAHENDRA
153,153,10676,COREDU,BE,CORE EDUCATION & TECHNOLOGIES,0.01,1,,,0,2.0,INE247G01024,13.95,4.5,464.9,4.5,,,,0,0,0,1.8,1.7,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,COREEDUTEC
154,154,10677,HELMAT,BE,HELIOS & MATHESON INFORMATION,0.01,1,,,0,10.0,INE674B01012,147.35,21.0,267.0,17.5,,,,0,0,0,10.55,9.55,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HELIOSMATH
155,155,10678,INNIND,BE,INNOVENTIVE INDUSTRIES LIMITED,0.01,1,,,0,10.0,INE549I01011,21.0,6.85,148.9,6.85,,,,0,0,0,5.85,5.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,INNOIND
156,156,10680,PLEPHA,BE,PLETHICO PHARMACEUTICALS LTD,0.01,1,,,0,10.0,INE491H01018,52.55,21.0,525.0,21.0,,,,0,0,0,9.5,8.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,PLETHICO
157,157,10681,TIMHOM,BE,TIMBOR HOME LIMITED,0.01,1,,,0,10.0,INE346L01016,7.85,2.6,108.7,2.5,,,,0,0,0,2.85,2.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TIMBOR
158,158,10683,SHAREA,SM,SHAIVAL REALITY LIMITED,0.01,1,,,0,10.0,INE262S01010,0.0,0.0,37.15,16.67,,,,0,0,0,39.65,26.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SHAIVAL
159,159,1070,FORCOM,EQ,FORBES & COMPANY LIMITED,0.01,1,,,0,10.0,INE518A01013,0.0,0.0,430.0,37.0,,,,0,0,0,78.1,52.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FORBESGOK
160,160,10700,SURTEL,EQ,SURANA TELECOM AND POWER LIMIT,0.01,1,,,0,1.0,INE130B01031,17.95,5.9,17.95,1.04,,,,0,0,0,11.3,9.3,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,SURANAT&P
161,161,10717,TIMGUA,EQ,TIMES GUARANTY LTD,0.01,1,,,0,10.0,INE289C01025,93.4,36.8,186.75,2.6,,,,0,0,0,48.8,40.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,TIMESGTY
162,162,10726,INDMAR,EQ,INDIAMART INTERMESH LIMITED,0.01,1,,,0,10.0,INE933S01016,9710.7,3676.0,9950.0,1102.95,,,,0,0,0,4518.8,3697.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,INDIAMART
163,163,1073,FOSIND,EQ,FOSECO INDIA LTD,0.01,1,,,0,10.0,INE519A01011,1755.1,1250.9,2340.0,45.9,,,,0,0,0,1941.5,1294.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,FOSECOIND
164,164,10734,HEXTEC,EQ,HEXAWARE TECHNOLOGIES LTD,0.01,1,,,0,2.0,INE093A01033,471.75,202.25,557.7,2.92,,,,0,0,0,564.95,376.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,HEXAWARE
165,165,10738,ORAFIN,EQ,ORACLE FINANCIAL SERVICES SOFT,0.01,1,,,0,5.0,INE881D01027,5145.0,2950.0,5145.0,200.5,,,,0,0,0,3559.6,2912.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,OFSS
166,166,10753,UNIBAN,EQ,UNION BANK OF INDIA,0.01,1,,,0,10.0,INE692A01016,54.8,32.7,426.95,14.6,,,,0,0,0,45.45,30.35,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,UNIONBANK
167,167,10755,APTLIM,EQ,APTECH LIMITED,0.01,1,,,0,10.0,INE266F01018,448.0,196.0,449.7,23.0,,,,0,0,0,301.7,201.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,APTECHT
168,168,1076,ZENTE,EQ,ZENSAR TECHNOLOGIES LIMITED,0.01,1,,,0,2.0,INE520A01027,587.0,246.65,587.0,1.0,,,,0,0,0,307.1,204.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ZENSARTECH
169,169,10768,CAMALL,EQ,ORIENTAL AROMATICS LIMITED,0.01,1,,,0,5.0,INE959C01023,1100.0,500.7,55.0,14.05,,,,0,0,0,669.8,446.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,OAL
170,170,10782,ALLBAN,EQ,ALLAHABAD BANK,0.01,1,,,0,10.0,INE428A01015,56.45,7.3,271.95,7.3,,,,0,0,0,8.35,6.85,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,ALBK
171,171,10786,NOITOL,EQ,NOIDA TOLL BRIDGE COMPANY LTD,0.01,1,,,0,10.0,INE781B01015,10.25,5.2,85.2,2.3,,,,0,0,0,8.6,5.8,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NOIDATOLL
172,172,10791,NUCSOF,EQ,NUCLEUS SOFTWARE EXPORTS LTD,0.01,1,,,0,10.0,INE096B01018,717.0,351.35,766.0,12.75,,,,0,0,0,519.95,346.65,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NUCLEUS
173,173,10794,CANBAN,EQ,CANARA BANK,0.01,1,,,0,10.0,INE476A01014,272.8,142.1,786.27,56.86,,,,0,0,0,245.45,200.85,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,CANBK
174,174,1085,GABIND,EQ,GABRIEL INDIA LTD,0.01,1,,,0,1.0,INE524A01029,168.15,102.0,222.5,1.12,,,,0,0,0,165.1,110.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GABRIEL
175,175,10903,LLOELE,BE,LEEL ELECTRICALS LIMITED,0.01,1,,,0,10.0,INE245C01019,114.7,6.95,340.35,1.75,,,,0,0,0,2.6,2.4,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,LEEL
176,176,1091,GANANH,EQ,FUTURISTIC OFFSHORE SERVICES A,0.01,1,,,0,10.0,INE418A01016,0.0,0.0,41.5,1.75,,,,0,0,0,3.8,2.6,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GANESHANHY
177,177,10922,OMAAUT,EQ,OMAX AUTOS LIMITED,0.01,1,,,0,10.0,INE090B01011,71.95,39.5,215.9,15.0,,,,0,0,0,60.65,40.45,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,OMAXAUTO
178,178,10925,GODIND,EQ,GODREJ INDUSTRIES LIMITED,0.01,1,,,0,1.0,INE233A01035,662.0,405.0,699.0,1.77,,,,0,0,0,543.2,362.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GODREJIND
179,179,10939,NIFJUN,EQ,NIPPON IND ETF NIFNXT50 JR BEE,0.01,1,,,0,1.0,INF732E01045,532.75,352.62,532.75,10.5,,,,0,0,0,499.82,333.22,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,JUNIORBEES
180,180,10940,DIVLAB,EQ,DIVIS LABORATORIES LIMITED,0.01,1,,,0,2.0,INE361B01024,5425.1,3365.55,5425.1,7.75,,,,0,0,0,4128.55,3377.95,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,DIVISLAB
181,181,10943,INDFER,EQ,INDOGULF FERTILIZERS,0.01,1,,,0,10.0,INE911F01019,273.8,105.0,273.8,29.05,,,,0,0,0,312.0,208.0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,IGFLFERT
182,182,10948,STC,EQ,STATE TRADING CORPORATION OF I,0.01,1,,,0,10.0,INE655A01013,127.8,67.0,872.28,28.0,,,,0,0,0,102.1,68.1,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,STCINDIA
183,183,10954,NISCOP,BE,NISSAN COPPER LIMITED,0.01,1,,,0,10.0,INE846H01039,3.05,1.3,0.0,0.0,,,,0,0,0,1.3,1.2,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,NCOPPER
184,184,1097,GARSIL,EQ,GARDEN SILK MILLS LTD,0.01,1,,,0,10.0,INE526A01016,17.0,4.9,151.0,4.9,,,,0,0,0,7.95,7.25,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,GARDENSILK
